code,name,city
PGO,Stevens Field,Pagosa Springs
PGQ,Buli Airport,Buli
PGR,Paragould Kirk Field,Paragould
PGS,Peach Springs,Peach Springs
PGU,Ala'Marvdasht Airport,Bandar-e `Asaluyeh
PGV,Pitt-Greenville Airport,Greenville
PGX,Perigueux Airport,Perigueux
PGZ,Comte Antonio Amilton Beraldo Airport,Ponta Grossa
PHA,Phan Rang,Phan Rang-Thap Cham
PHB,Santos Dumont,Parnaiba
PHC,Port Harcourt International Airport,Emuoha
PHD,Harry Clever Field,New Philadelphia
PHF,Newport News/Williamsburg International Airport,Yorktown
PHG,Port Harcourt City,Elele
PHH,Phan Thiet,Phan Thiet
PHI,Pinheiro,Pinheiro
PHJ,Port Hunter,Carrington
PHK,Palm Beach Co Glades,Pahokee
PHL,Philadelphia International Airport,Colwyn
PHN,St Clair County International,Marysville
PHP,Philip,Philip
PHS,Phitsanulok Airport,Phitsanulok
PHT,Henry County,Paris
PHU,Phu Vinh,Tra Vinh
PHW,Phalaborwa Airport,Phalaborwa
PHX,Phoenix Sky Harbor International Airport,Tempe Junction
PHY,Phetchabun,Lom Sak
PHZ,Phi Phi Island,Thalang
PIA,Peoria International Airport,Bellevue
PIB,Hattiesburg-Laurel Regional Airport,Rawls Springs
PIE,St. Petersburg-Clearwater International Airport,South Highpoint
PIF,Pingtung,Pingtung
PIG,Pitinga,Pitanga
PIH,Pocatello Regional Airport,Chubbuck
PIK,Glasgow Prestwick Airport,Prestwick
PIL,Pilar,Pilar
PIM,Garden Harris County,Pine Mountain
PIN,Parintins,Parintins
PIO,Capitan FAP Renan Elias Olivera Airport,Pisco
PIR,Pierre Regional Airport,Pierre
PIS,Poitiers-Biard Airport,Biard
PIT,Pittsburgh International Airport,Carnot-Moon
PIU,Cap. FAP Guillermo Concha Iberico International Airport,Piura
PIV,Pirapora,Pirapora
PJA,Pajala Airport,Pajala
PJB,Payson,Payson
PJG,Panjgur,Panjgur
PJM,Puerto Jimenez,Golfito
PJZ,Puerto Juarez,Cancun
PKB,Wood County Airport,Reno
PKC,Petropavlovsk-Kamchatsky Airport,Petropavlovsk-Kamchatsky
PKD,Park Rapids,Park Rapids
PKE,Parkes Airport,Parkes
PKF,Park Falls,Park Falls
PKH,Alexion,Porto Cheli
PKJ,Playa Grande,Chicaman
PKK,Pakokku,Pakokku
PKN,Iskandar Airport,Pangkalanbuun
PKO,Parakou,Parakou
PKR,Pokhara Airport,Pokhara
PKS,Paksane,Muang Pakxan
PKV,Pskov Airport,Pskov
PKW,Selebi-Phikwe,Selebi-Phikwe
PKX,Beijing Daxing International Airport,Lixian
PKY,Tjilik Riwut Airport,Palangkaraya
PKZ,Pakse Airport,Pakxe
PLA,Planadas,Planadas
PLC,Planeta Rica,Planeta Rica
PLD,Playa Samara,Nicoya
PLF,Pala,Pala
PLH,Plymouth,Plympton
PLI,Palm Island,Hillsborough
PLK,M. Graham Clark - Taney County,Branson
PLL,Ponta Pelada,Manaus
PLM,Sultan Mahmud Badaruddin II Airport,Talangbetutu
PLN,Emmet County Airport,Indian River
PLO,Port Lincoln Airport,Port Lincoln
PLP,La Palma,Seteganti
PLQ,Palanga International Airport,Palanga
PLR,St Clair County,Pell City
PLS,Providenciales International Airport,Abraham's Bay
PLT,Plato,Plato
PLU,Belo Horizonte Airport,Santa Luzia
PLV,Poltava,Poltava
PLW,Mutiara Airport,Palu
PLX,Semipalatinsk Airport,Semey
PLY,Plymouth,Plymouth
PLZ,Port Elizabeth International Airport,Port Elizabeth
PMA,Wawi Airport,Chake Chake
PMB,Intermediate,Morden
PMC,El Tepual Airport,Puerto Montt
PMD,La Palmdale Regional Airport,Palmdale
PME,Portsmouth,Portsmouth
PMF,Parma Airport,Parma
PMG,International,Ponta Pora
PMH,Greater Portsmouth Regional,Portsmouth
PMI,Palma de Mallorca Airport,s'Arenal
PMK,Palm Island Airport,Ingham
PMM,Phanom Sarakham,Phanom Sarakham
PMO,Falcone-Borsellino Airport,Cinisi
PMP,Pimaga,Mendi
PMQ,Perito Moreno,Perito Moreno
PMR,Palmerston North Airport,Palmerston North
PMS,Palmyra,Tadmur
PMT,Paramakotoi,Mahaica Village
PMV,Santiago Marino International Airport,San Juan Bautista
PMX,Metropolitan,Palmer
PMY,El Tehuelche,Puerto Madryn
PMZ,Palmar Sur,Ciudad Cortes
PNA,Pamplona Airport,Beriain
PNB,Porto Nacional,Palmas
PNC,Ponca City,Ponca City
PND,Punta Gorda,Punta Gorda
PNE,North Philadelphia,Cornwells Heights
PNG,Paranagua,Paranagua
PNH,Phnom Penh International Airport,Phnom Penh
PNI,Pohnpei Airport,Kolonia Town
PNJ,Peng Lai/Sha He Kou,Nanwang
PNK,Supadio International Airport,Pontianak
PNL,Pantelleria Airport,Pantelleria
PNN,Princeton,Calais
PNO,Pinotepa Nacional,Santiago Pinotepa Nacional
PNQ,Pune Airport,Lohogaon
PNR,Pointe Noire Airport,Pointe-Noire
PNS,Pensacola International Airport,Ferry Pass
PNT,Teniente J. Gallardo,Puerto Natales
PNU,Panguitch,Panguitch
PNV,Panevezys,Panevezys
PNX,Grayson County,Sherman
PNY,Pondicherry,Auroville
PNZ,Petrolina International Airport,Petrolina
POA,Salgado Filho International Airport,Porto Alegre
POB,Pope AFB,Fayetteville
POC,Brackett Field,Glen Avon
POD,Podor,Ndioum
POE,Polk AAF,Fort Polk South
POF,Earl Fields Memorial,Poplar Bluff
POG,Port Gentil,Port-Gentil
POH,Pocahontas Municipal,Pocahontas
POI,Potosi,Potosi
POJ,Patos De Minas,Patos de Minas
POL,Pemba Airport,Pemba
PON,Poptun,Poptun
POO,Pocos De Caldas,Pocos de Caldas
POP,La Union Airport,Puerto Plata
POR,Pori Airport,Pori
POS,Piarco International Airport,Arouca
POT,Ken Jones,Hope Bay
POU,Dutchess County,Myers Corner
POV,Presov,Presov
POW,Portoroz,Portoroz
POX,Paris Cergy Pontoise,Pontoise
POY,Powell,Powell
POZ,Poznan Airport,Baranowo
PPA,Perry Lefors Field,Pampa
PPB,A. De Barros Airport,Alvares Machado
PPD,Palmas Del Mar,Humacao
PPE,Puerto Penasco,Puerto Penasco
PPF,Tri-City,Cherryvale
PPG,Pago Pago International Airport,Tafuna
PPI,Port Pirie,Port Pirie
PPJ,Pulau Panjang,Pulaukijang
PPK,Petropavlovsk Airport,Bishkul
PPM,Pompano Beach,Kendall Green
PPN,Guillermo Leon Valencia Airport,Popayan
PPQ,Paraparaumu Airport,Paraparaumu
PPR,Pasir Pangarayan,Pasirpengarayan
PPS,Puerto Princesa International Airport,Puerto Princesa
PPT,Tahiti Faa'a Airport,Faaa
PPU,Papun,Sop Moei
PPY,Pouso Alegre,Pouso Alegre
PPZ,Puerto Paez,Puerto Carreno
PQC,Phu Quoc Airport,Duong GJong
PQD,Pasikudha SPB,Batticaloa
PQI,Presque Isle Municipal Airport,Presque Isle
PQM,Palenque,Palenque
PRA,General Justo Jose de Urquiza Airport,San Benito
PRB,Paso Robles,Paso Robles
PRC,Prescott Airport,Chino Valley
PRG,Vaclav Havel Airport Prague,Hostivice
PRH,Phrae Airport,Phrae
PRI,Praslin Island Airport,Victoria
PRJ,Capri,Capri
PRK,Prieska,Prieska
PRL,Port Oceanic,Girdwood
PRM,Portimao Airport,Portimao
PRN,Pristina International Airport,Glanica
PRO,Perry Municipal,Perry
PRP,Propriano,Propriano
PRQ,Pres. Roque Saenz Pena,Napenay
PRV,Prerov,Hnevotin
PRW,Prentice,Phillips
PRX,Cox Field,Reno
PRY,Wonderboom Airport,Pretoria
PRZ,Prineville,Prineville
PSA,Pisa International Airport,Pisa
PSB,Bellefonte,Stormstown
PSC,Tri-Cities Airport,Pasco
PSD,Port Said,Port Said
PSE,Mercedita Airport,Aguilita
PSF,Pittsfield,Pittsfield
PSH,St Peter,Nebel
PSI,Pasni,Pasni
PSJ,Poso,Poso
PSK,New River Valley,Dublin
PSL,Perth,Saline
PSM,Pease Air Force Base,Dover
PSN,Palestine Municipalcipal Airport,Palestine
PSO,Cano Airport,San Lorenzo
PSP,Palm Springs International Airport,Palm Springs
PSQ,SPB,Paulsboro
PSR,Abruzzo Airport,Sambuceto
PSS,Posadas Airport,Posadas
PST,Preston,Banes
PSU,Putussibau Airport,Kapit
PSW,Passos,Passos
PSX,Palacios,Palacios
PSZ,Puerto Suarez,Corumba
PTA,Port Alsworth,Cordova
PTB,Dinwiddie County Airport,Petersburg
PTG,Polokwane Airport,Mankoeng
PTI,Port Douglas,Port Douglas
PTJ,Portland,Portland
PTK,Pontiac,Waterford
PTM,Palmarito,Maporal
PTN,Williams Memorial,Patterson
PTO,Pato Branco,Pato Branco
PTP,Pointe-a-Pitre International Airport,Les Abymes
PTQ,Porto de Moz,Porto de Moz
PTS,Atkinson Municipal Airport,Frontenac
PTT,Pratt,Pratt
PTV,Porterville,Porterville
PTW,Pottstown/Limerick,Pottstown
PTX,Pitalito,Pitalito
PTY,Tocumen International Airport,Tocumen
PUA,Puas,Puas Mission
PUB,Pueblo Memorial Airport,Pueblo
PUC,Carbon County,Price
PUD,Puerto Deseado,Puerto Deseado
PUE,Puerto Obaldia,Puerto Obaldia
PUF,The Pau-Pyrenees International Airport,Uzein
PUG,Port Augusta,Port Augusta
PUH,Pochutla,San Pedro Pochutla
PUJ,Punta Cana International Airport,Punta Cana
PUL,Poulsbo,Poulsbo
PUM,Pomala,Kolaka
PUN,Punia,Kindu
PUS,Gimhae International Airport,Kimhae
PUT,Puttaprathe,Puttaparthi
PUV,Poum,Poum
PUW,Moscow Regional Airport,Pullman
PUX,Puerto Varas,Rio Bueno
PUY,Pula Airport,Galizana
PUZ,Puerto Cabezas,Puerto Cabezas
PVA,Providencia,Mountain
PVC,Provincetown Airport,Provincetown
PVD,Theodore Francis Green Memorial State Airport,Warwick
PVE,El Porvenir,El Cope
PVF,Placerville,Placerville
PVG,Shanghai Pudong International Airport,Laogang
PVH,Porto Velho International Airport,Porto Velho
PVI,Edu Chaves,Paranavai
PVK,Aktion Airport,Preveza
PVL,Pike County Airport,Coal Run Village
PVO,Reales Tamarindos,Portoviejo
PVR,Gustavo Diaz Ordaz International Airport,Las Jarretaderas
PVS,Provideniya,Provideniya
PVU,Provo Airport,Provo
PVW,Hale County,Plainview
PVZ,Casement,Painesville
PWA,Wiley Post,Oklahoma City
PWD,Sherwood,Plentywood
PWE,Pevek Airport,Pevek
PWI,Beles,Bure
PWK,Chicago Executive Airport,Wheeling
PWL,Purwokerto,Tipar
PWM,Portland International Jetport,South Portland Gardens
PWN,Pitts Town,Colonel Hill
PWO,Pweto,Kaputa
PWQ,Pavlodar Airport,Pavlodar
PWT,Bremerton,Belfair
PWY,Ralph Wenz Field,Pinedale
PXA,Atung Bungsu Airport,Kotaagung
PXL,Polacca,First Mesa
PXM,Puerto Escondido Airport,Puerto Escondido
PXO,Porto Santo Airport,Vila de Porto Santo
PXR,Surin,Surin
PXS,Puerto De Santa Maria,El Puerto de Santa Maria
PXU,Pleiku Airport,Pleiku
PYA,Puerto Boyaca,Puerto Boyaca
PYB,Jeypore,Jaypur
PYC,Playon Chico,Cacique
PYG,Gangtok-Pakyong Airport,Rangpo
PYH,Puerto Ayacucho,Puerto Ayacucho
PYJ,Polyarnyj Airport,Udachny
PYK,Payam,Karaj
PYL,Perry SPB,Perryville
PYM,Plymouth,North Plymouth
PYN,Payan,Payan
PYO,Putumayo,Puerto Asis
PYR,Andravida,Pyrgos
PYS,Skypark,Paradise
PYV,Yaviza,Yaviza
PYX,Pattaya,Phatthaya
PYY,Pai Airport,Pai
PZB,Pietermaritzburg Airport,Pietermaritzburg
PZE,Penzance,Penzance
PZH,Zhob,Zhob
PZI,Pan Zhi Hua Bao An Ying,Renhe
PZK,Puka Puka Island,Faleasao
PZL,Zulu Inyala,Hluhluwe
PZO,Manuel Carlos Piar Guayana Airport,Ciudad Guayana
PZU,Port Sudan Airport,Port Sudan
PZY,Piestany,Piestany
QAQ,L'Aquila–Preturo Airport,Preturo
QCY,Coningsby RAF Station,Coningsby
QDV,Comte. Rolim Adolfo Amaro State Airport,Jundiaí
QFK,Harbour,Selje
QFQ,Harbour,Maloy
QGP,Garanhuns Airport,Garanhuns
QGQ,Heliport,Sisimiut
QGV,Neu Isenburg,Neu Isenburg
QHU,Husum,Schwesing
QIG,Dr. Francisco Tomé da Frota Airport,Iguatu
QKS,Keystone Airport,Elk Lick Township
QKU,Messe/Deutz Rail Station,Altstadt Nord
QLR,Leiria Gandara Airport,Leiria
QLU,Lublin Radawiec Airport,Swidnik
QLV,Leverkusen Mitte,Leverkusen
QMV,Montvale,Montvale
QOR,Ordu,Silvan
QOW,Sam Mbakwe International Airport,Ihuo
QRA,Rand/Germiston,Boksburg
QRO,Queretaro Intercontinental Airport,Santiago de Queretaro
QRW,Warri,Orerokpe
QRY,Heliport,Aasiaat
QSC,Sao Carlos,Ibate
QSF,Setif Airport,Ain Arnat
QSR,Pontecagnano,Pratole
QSZ,Shache Airport,Zepu
QUB,Ubari,Awbari
QUG,Goodwood,Milland
QUO,Akwa Ibom Airport,Esuk Oron
QUY,Wyton RAF Station,Hemingford Grey
QWG,Wilgrove Air Park,Charlotte
QYW,Vieux Port,Cannes
QZD,Szeged,Szeged
RAC,John H. Batten Field,Sturtevant
RAD,Road Town,Road Town
RAE,Arar Airport,'Ar'ar
RAH,Rafha Airport,As Salman
RAI,Nelson Mandela International Airport,Praia
RAJ,Civil Airport,Rajkot
RAK,Menara Airport,Marrakesh
RAL,Riverside Municipalcipal,Pedley
RAM,Ramingining,Nhulunbuy
RAN,La Spreta,Classe
RAO,Dr. Leite Lopes State Airport,Ribeirao Preto
RAP,Rapid City Regional Airport,Box Elder
RAR,Rarotonga Airport,Avarua
RAS,Rasht Airport,Rasht
RAT,Raduzhnyi,Raduzhny
RAV,Cravo Norte,Cravo Norte
RAZ,Rawala Kot,Rawala Kot
RBA,Sale Airport,Sale
RBB,Borba,Borba
RBC,Robinvale,Ouyen
RBD,Redbird,Duncanville
RBE,Ratanakiri,Ban Lung
RBF,Big Bear City Airport,Big Bear City
RBG,Roseburg Municipal Airport,Roseburg
RBI,Rabi,Kekaha
RBK,French Valley,Murrieta Hot Springs
RBL,Red Bluff Fss,Red Bluff
RBM,Wallmuhle,Atting
RBN,Fort Jefferson,Key West
RBO,Robore,Robore
RBQ,Rurrenabaque,Rurrenabaque
RBR,Pres. Medici Airport,Rio Branco
RBS,Orbost,Lakes Entrance
RBT,Marsabit,Marsabit
RBU,Roebourne,Roebourne
RBW,Lowcountry Regional,Walterboro
RBX,Rumbek,Rumbek
RCA,Ellsworth AFB,Rapid City
RCB,Richards Bay Airport,Richards Bay
RCH,Riohacha Airport,Riohacha
RCK,Coffield,Rockdale
RCL,Redcliffe,Scarborough
RCN,American River,Kingscote
RCO,Saint Agnant,Saint-Agnant
RCQ,Reconquista,Reconquista
RCR,Fulton County,Rochester
RCS,Rochester,Rochester
RCT,Miller Field,Reed City
RCU,Rio Cuarto,Rio Cuarto
RDD,Redding Municipal Airport,Anderson
RDE,Merdey,Merdey
RDG,Municipalcipal/Spaatz Field,River View Park
RDL,Al Bardawil International Airport,El Hassana
RDM,Roberts Field Redmond Municipal Airport,Redmond
RDO,Radom Airport,Radom
RDP,Kazi Nazrul Islam Airport,Bahula
RDR,Grand Forks AFB,Moorhead
RDS,Rincon de los Sauces,Anelo
RDT,Richard Toll,Richard-Toll
RDU,Raleigh-Durham International Airport,Morrisville
RDZ,Marcillac Airport,Salles-la-Source
REB,Rechlin,Rechlin
REC,Guararapes-Gilberto Freyre International Airport,Recife
RED,Mifflin County,Church Hill
REE,Reese AFB,Lubbock
REG,Tito Menniti Airport,Reggio Calabria
REH,Rehoboth Beach,Rehoboth Beach
REI,Regina,Roura
REL,Trelew Airport,Trelew
REN,Orenburg Airport,Nezhinka
REO,Rome State,Homedale
REP,Siem Reap International Airport,Siem Reap
REQ,Reko Diq,Requena
RER,Base Aerea Del Sur,Retalhuleu
RES,Resistencia Airport,Fontana
RET,Stolport Airport,Rost
REU,Reus Airport,Vila-seca
REW,Rewa,Rewa
REX,Gen Lucio Blanco International Airport,Vamos Tamaulipas
REY,Reyes,Reyes
REZ,Resende,Resende
RFA,Rafai,Rafai
RFD,Chicago Rockford International Airport,Winnebago
RFK,Rollang Field,Rolling Fork
RFP,Raiatea Airport,Uturoa
RFR,Rio Frio,Roxana
RFS,Rosita,Bonanza
RGA,Rio Grande Airport,Rio Grande
RGH,Balurghat,Balurghat
RGK,Gorno-Altaysk Airport,Aya
RGN,Yangon International Airport,Yangon
RGO,Orang,Hoemul-li
RGR,Ranger Municipalcipal,Ranger
RGS,Burgos,Cardenajimeno
RGT,Japura,Rengat
RHA,Reykholar,Borgarnes
RHD,Rio Hondo Airport,Termas de Rio Hondo
RHE,Reims,Betheny
RHG,Ruhengeri,Musanze
RHI,Oneida County Airport,Rhinelander
RHN,Rosh Pina,Oranjemund
RHO,Rhodes Airport,Kremasti
RHT,Alxa Right Banner,Ehen Hudag
RIA,Santa Maria Airport,Santa Maria
RIB,Gen Buech Airport,Riberalta
RIC,Richmond International Airport (Byrd Field),Fort Lee
RID,Richmond Municipalcipal Airport,Richmond
RIE,Rice Lake,Rice Lake
RIF,Reynolds,Richfield
RIG,Rio Grande,Rio Grande
RIH,Scarlett Martínez International Airport,Rio Hato
RIJ,Rioja,Rioja
RIK,Carrillo,Samara
RIL,Garfield County,Rifle
RIM,Rodriguez De Mendoza,Churuja
RIS,Rishiri Airport,Rishiri Town
RIT,Rio Tigre,Las Minas
RIV,March ARB,Rubidoux
RIW,Riverton Airport,Riverton
RIX,Riga International Airport,Pinki
RIY,Riyan Mukalla,Ghayl Ba Wazir
RIZ,Rio Alzucar,El Espino de Santa Rosa
RJA,Rajahmundry Airport,Rajahmundry
RJB,Rajbiraj,Rajbiraj
RJH,Rajshahi Airport,Rajshahi
RJI,Rajouri,Rajaori
RJK,Rijeka Airport,Omisalj
RJL,Agoncillo Airport,Agoncillo
RJM,Marinda Airport,Saonek
RJN,Rafsanjan,Rafsanjan
RKC,Yreka,Yreka
RKD,Knox County Regional Airport,South Thomaston
RKE,Roskilde Airport,Havdrup
RKH,Rock Hill,Rock Hill
RKI,Rokot,Sirukam
RKO,Sipora,Kerang
RKP,Aransas County,Rockport
RKR,Robert S Kerr,Poteau
RKS,Rock Springs-Sweetwater County Airport,Rock Springs
RKT,Ras Al Khaimah International Airport,Ras al-Khaimah
RKU,Kairuku,Port Moresby
RKV,Reykjavik International Airport,Kopavogur
RKW,Rockwood Municipal Airport,Rockwood
RKZ,Peace,Car
RLD,Richland,Richland
RLG,Laage Airport,Laage
RLI,Reilly AHP,Anniston
RLK,Bayannur Tianjitai Airport,Xamba
RLO,Valle Del Conlara,Libertador General San Martin
RLR,Relais de la Reine,Ranohira
RLT,Arlit,Arlit
RMB,Buraimi,Al Buraymi
RMD,Ramagundam,Ramgundam
RME,Griffiss AFB,Rome
RMF,Marsa Alam International Airport,Marsa Alam
RMG,Richard B Russell,Shannon
RMI,Miramare Airport,Rivazzurra
RMK,Renmark,Renmark West
RML,Ratmalana,Galkissa
RMQ,Taichung International Airport,Fengyuan
RMS,Ramstein,Ramstein-Miesenbach
RMU,Corvera International,Fuente-Alamo de Murcia
RMY,Mariposa-Yosemite,Marshall
RMZ,Tobolsk Remezov Airport,Tobolsk
RNC,Warren County,Woodbury
RNE,Renaison,Saint-Leger-sur-Roanne
RNG,Rangely,Rangely
RNH,New Richmond Municipal Airport,New Richmond
RNI,Corn Island,Corn Island
RNJ,Yoron Airport,Nago
RNL,Rennell,Kirakira
RNM,Qarn Alam,Escondido
RNN,Bornholm Airport,Ronne
RNO,Reno/Tahoe International Airport,Sparks
RNP,Rongelap Island,Rongelap
RNS,Rennes Airport,Saint-Jacques-de-la-Lande
RNT,Renton,Renton
RNZ,Rensselaer,Rensselaer
ROA,Roanoke-Blacksburg Regional Airport,Hollins
ROB,Roberts International Airport,Kakata
ROD,Robertson,Ashton
ROG,Rogers,Little Flock
ROI,Roi Et Airport,Chiang Khwan
ROK,Rockhampton Airport,West Rockhampton
ROL,Roosevelt,Roosevelt
RON,Rondon,Puerto Rondon
ROO,Rondonopolis Airport,Rondonopolis
ROP,Rota Airport,Yigo Village
ROR,Airai Airport,Ngetkib
ROS,Fisherton Airport,Funes
ROT,Rotorua International Airport,Rotorua
ROU,Rousse,Ivanovo
ROV,Platov International Airport,Grushevskaya
ROW,Roswell International Air Center,Roswell
ROX,Roseau Municipal Airport,Roseau
ROY,Rio Mayo,Rio Mayo
ROZ,US Naval Station,Mos
RPA,Rolpa,Dhankuta
RPN,Rosh Pina,Rosh Pinna
RPR,Swami Vivekananda Airport,Bhatgaon
RPX,Roundup,Roundup
RQA,Ruoqiang Loulan Airport,Ruoqiang
RQW,West,Ash Sharqat
RRA,Ronda,Ronda
RRG,Rodrigues Island Airport,Baie aux Huitres
RRJ,Jacarepaguá Airport,Rio de Janeiro
RRK,Rourkela,Banposh
RRL,Merrill Municipal Airport,Merrill
RRN,Serra Norte,Vilhena
RRO,Sorrento,Massa Lubrense
RRV,Robinson River,Alyangula
RSA,Santa Rosa Airport,Santa Rosa
RSD,South Eleuthera Airport,Governor's Harbour
RSE,Rose Bay,Castlecrag
RSG,Serra Pelada,Maraba
RSI,Rio Sidra,Puerto Escondido
RSK,Ransiki,Ransiki
RSL,Russell,Russell
RSN,Ruston,Ruston
RSS,Roseires,Ad-Damazin
RST,Rochester International Airport,Stewartville
RSW,Southwest Florida International Airport,Gateway
RSX,Rouses Point,Rouses Point
RTA,Rotuma Island,Ahau
RTB,Roatan Airport,Coxen Hole
RTC,Ratnagiri,Ratnagiri
RTD,Rotunda,Rotonda
RTG,Ruteng,Ruteng
RTI,Roti,Batutua Satu
RTL,Spirit Lake,Spirit Lake
RTM,Rotterdam The Hague Airport,Delfshaven
RTN,Crews Field,Raton
RTS,Rottnest Island,Mosman Park
RTW,Saratov Tsentralny Airport,Saratov
RTY,Merty,The Sill
RUA,Arua,Arua
RUD,Shahrud,Shahrud
RUE,Butembo,Russellville
RUG,Rugao,Rucheng
RUH,King Khaled International Airport,Riyadh
RUK,Rukumkot,Salyan
RUL,Maavaarulaa Airport,Viligili
RUM,Rumjatar,Ramechhap
RUN,Reunion Roland Garros Airport,Sainte-Marie
RUP,Rupsi,Gauripur
RUS,Marau Sound,Auki
RUT,Rutland Airport,Rutland
RUV,Rubelsanto,Chisec
RUY,Copan,San Buenaventura
RVA,Farafangana,Farafangana
RVC,Rivercess,Cestos City
RVD,Rio Verde Airport,Santa Helena de Goias
RVE,Los Colonizadores,Municipio de Fortul
RVH,Rzhevka,Yanino Vtoroye
RVI,Rostov Airport,Imeni Chkalova
RVK,Ryumsjoen Airport,Rorvik
RVN,Rovaniemi Airport,Rovaniemi
RVO,Reivilo,Pampierstad
RVR,Green River,East Carbon City
RVS,R.Lloyd Jones,Tulsa
RVT,Ravensthorpe,Ravensthorpe
RVY,Rivera,Santana do Livramento
RWF,Redwood Falls Municipal,Redwood Falls
RWI,Rocky Mount-wilson,Elm City
RWL,Rawlins,Rawlins
RWN,Rovno,Tynne
RWS,Sumare,Paulinia
RXE,Madison County,Rexburg
RXS,Roxas City Airport,Roxas City
RYB,Rybinsk,Rybinsk
RYG,Moss Airport,Rygge
RYK,Rahim Yar Khan Airport,Sadiqabad
RYL,Royal Airport,Chirundu
RYN,Medis,Royan
RYO,Rio Turbio,28 de Noviembre
RZA,Santa Cruz,Puerto Santa Cruz
RZE,Rzeszow International Airport,Trzebownisko
RZH,Preobrazheniye,Preobrazheniye
RZN,Ryazan,Ryazan'
RZP,CLR Airport,Taytay
RZR,Ramsar,Ramsar
RZS,Sawan,Bozdar
RZZ,Halifax County,Roanoke Rapids
SAA,Shively Field,Saratoga
SAB,J. Yrausquin Airport,Upper Hell's Gate
SAC,Sacramento Executive Airport,Bay Point
SAD,Safford,Safford
SAE,Sangir,Kambu
SAF,Santa Fe,La Cienega
SAG,Shirdi,Shirdi
SAH,Sana'a International Airport,Ar Rawdah
SAK,Saudarkrokur,Saudarkrokur
SAL,El Salvador International Airport,El Rosario
SAN,San Diego International Airport,San Diego
SAP,Ramon Villeda Morales International Airport,La Lima
SAQ,San Andros,San Andros
SAR,Sparta Community,Sparta
SAS,Salton City,Salton City
SAT,San Antonio International Airport,Alamo Heights
SAU,Sawu,Nahura
SAV,Savannah/Hilton Head Airport,Pooler
SAW,Sabiha Gokcen International Airport,Pendik
SAX,Sambu,Bayamon
SAY,Siena,Rosia
SAZ,Sasstown,Barclayville
SBA,Santa Barbara Municipal Airport,Goleta
SBB,Santa Barbara Ba,Santa Barbara
SBD,Norton AFB,Highland
SBF,Sardeh Band,Ghazni
SBG,Maimun Saleh,Lambaro
SBH,St. Barthelemy Airport,Gustavia
SBI,Sambailo,Koundara
SBJ,Sao Mateus,Conceicao da Barra
SBK,Saint Brieuc-Armor,Ploufragan
SBM,Memorial,Sheboygan Falls
SBN,South Bend Regional,South Bend
SBO,Salina,Salina
SBP,San Luis County Regional Airport,San Luis Obispo
SBQ,Sibi,Sibi
SBS,Steamboat Springs,Steamboat Springs
SBU,Springbok,Springbok
SBV,Sabah,Buka
SBW,Sibu Airport,Sibu
SBX,Shelby,Shelby
SBY,Wicomico Regional Airport,Salisbury
SBZ,Sibiu Airport,Sura Mica
SCA,Santa Catalina,Santa Catalina
SCB,State,West Point
SCD,Sulaco,Sulaco
SCE,University Park Airport,Houserville
SCF,Scottsdale Airport,Paradise Valley
SCI,San Cristobal,San Cristobal
SCK,Stockton Airport,French Camp
SCN,Ensheim Airport,Sankt Ingbert
SCO,Aktau International Airport,Aktau
SCP,St Crepin,Brantome
SCQ,Santiago De Compostela Airport,Oroso
SCR,Scandinavian Mountains Airport,Innbygda
SCS,Scatsta,Lerwick
SCT,Socotra,Hadibu
SCU,Antonio Maceo Airport,Santiago de Cuba
SCV,Suceava Airport,Plopeni
SCW,Syktyvkar Airport,Syktyvkar
SCX,Salina Cruz,Salina Cruz
SCY,San Cristobal Airport,Puerto Baquerizo Moreno
SCZ,Santa Cruz Island,Lata
SDB,Langebaanweg,Saldanha
SDC,Sandcreek,Lethem
SDD,Lubango Airport,Lubango
SDE,Santiago Del Estero Airport,Santiago del Estero
SDF,Louisville International Airport,Audubon Park
SDG,Sanandaj Airport,Sanandaj
SDH,Santa Rosa Copan,Santa Rosa de Copan
SDJ,Sendai Airport,Iwanuma
SDK,Sandakan Airport,Taman Rajawali
SDL,Sundsvall-Timra Airport,Bergeforsen
SDN,Sandane Airport,Sandane
SDP,Sand Point Municipal Airport,Sand Point
SDQ,Las Americas International Airport,Boca Chica
SDR,Santander Airport,El Astillero
SDS,Sado Shima,Ryotsu-minato
SDT,Saidu Sharif,Saidu Sharif
SDU,Santos Dumont Airport,Rio de Janeiro
SDV,Dov Hoz Airport,Tel Aviv
SDW,Sindhudurg Airport,Sindhudurg
SDX,Sedona,Sedona
SDY,Richland Municipal Airport,Sidney
SEA,Seattle-Tacoma International Airport,SeaTac
SEB,Sebha,Sabha
SED,Min'hat Hashnayim,`En Boqeq
SEE,Gillespie Field,Santee
